#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 04 26 09 00 180 11.3 11.8    MM    MM    MM  MM 1008.1   9.8    MM   9.2   MM +0.3    MM
2017 04 26 08 00 180 10.8 11.3    MM    MM    MM  MM 1007.9  10.2    MM   9.4   MM +0.0    MM
2017 04 26 07 00 170  8.2  8.8    MM    MM    MM  MM 1007.8   9.8    MM   9.1   MM -0.3    MM
2017 04 26 06 00 190  6.2  6.2    MM    MM    MM  MM 1007.8   9.3    MM   8.6   MM -0.9    MM
2017 04 26 05 00 150  3.6  4.1    MM    MM    MM  MM 1008.0   9.7    MM   8.4   MM -1.1    MM
2017 04 26 04 00 180  1.5  1.5    MM    MM    MM  MM 1008.1  10.1    MM   8.0   MM -1.5    MM
2017 04 26 03 00 180  2.6  3.1    MM    MM    MM  MM 1008.7  10.4    MM   7.2   MM -1.7    MM
2017 04 26 02 00 180  3.6  4.1    MM    MM    MM  MM 1009.1  10.4    MM   6.7   MM -2.4    MM
2017 04 26 01 00 170  2.1  2.1    MM    MM    MM  MM 1009.6  11.3    MM   5.5   MM -2.8    MM
2017 04 26 00 00 180  2.1  2.6    MM    MM    MM  MM 1010.4  11.1    MM   6.2   MM -2.5    MM
2017 04 25 23 00 180  4.1  4.6    MM    MM    MM  MM 1011.5  10.7    MM   6.6   MM -2.0    MM
2017 04 25 22 00 180  5.1  5.7    MM    MM    MM  MM 1012.4  10.7    MM   6.3   MM -1.7    MM
2017 04 25 21 00 180  5.7  6.2    MM    MM    MM  MM 1012.9  10.8    MM   5.9   MM -1.1    MM
2017 04 25 20 00 180  5.1  5.7    MM    MM    MM  MM 1013.5  10.4    MM   5.8   MM -0.6    MM
2017 04 25 19 00 190  7.2  8.2    MM    MM    MM  MM 1014.1  10.4    MM   5.6   MM +0.0    MM
2017 04 25 18 00 170  6.2  7.2    MM    MM    MM  MM 1014.0  10.1    MM   6.2   MM -1.0    MM
2017 04 25 17 00 170  7.2  7.7    MM    MM    MM  MM 1014.1   9.6    MM   6.4   MM -0.6    MM
2017 04 25 16 00 170  8.2  8.8    MM    MM    MM  MM 1014.1   9.3    MM   6.5   MM   MM    MM
2017 04 25 15 00 180  9.3  9.8    MM    MM    MM  MM 1015.0   8.9    MM   6.4   MM +1.1    MM
2017 04 25 14 00 180  7.7  8.8    MM    MM    MM  MM 1014.7   9.1    MM   6.2   MM +0.6    MM
2017 04 25 13 00 190  8.2  9.3    MM    MM    MM  MM 1013.9   9.1    MM   6.3   MM -0.3    MM
2017 04 25 12 00 180  8.2  9.8    MM    MM    MM  MM 1013.9   9.0    MM   6.9   MM   MM    MM
2017 04 25 11 00 170  8.8  9.3    MM    MM    MM  MM 1014.1   9.1    MM   7.5   MM +0.4    MM
2017 04 25 10 00 180  8.2  8.8    MM    MM    MM  MM 1014.2   9.3    MM   7.7   MM +0.9    MM
2017 04 25 09 00 190  6.2  6.7    MM    MM    MM  MM 1013.9   9.4    MM   7.7   MM +0.9    MM
2017 04 25 08 00 180  6.2  6.7    MM    MM    MM  MM 1013.7   9.7    MM   7.8   MM +1.8    MM
2017 04 25 07 00 170  6.2  6.7    MM    MM    MM  MM 1013.3  10.0    MM   8.1   MM +1.8    MM
2017 04 25 06 00 170  5.1  5.7    MM    MM    MM  MM 1013.0   9.9    MM   8.6   MM +2.8    MM
2017 04 25 05 00 160  6.7  6.7    MM    MM    MM  MM 1011.9  10.0    MM   8.0   MM +2.8    MM
2017 04 25 04 00 160  3.6  4.1    MM    MM    MM  MM 1011.5  10.7    MM   6.2   MM +3.0    MM
2017 04 25 03 00 240  0.5  1.0    MM    MM    MM  MM 1010.2  10.5    MM   5.8   MM +2.4    MM
2017 04 25 02 00  40  4.1  4.6    MM    MM    MM  MM 1009.1  11.0    MM   5.9   MM +1.6    MM
2017 04 25 01 00  20  5.7  6.2    MM    MM    MM  MM 1008.5  10.9    MM   6.3   MM +1.2    MM
2017 04 25 00 00  20  7.7  8.2    MM    MM    MM  MM 1007.8  10.7    MM   6.1   MM +0.7    MM
2017 04 24 23 00  10  8.2  8.8    MM    MM    MM  MM 1007.5  10.4    MM   6.9   MM +0.5    MM
2017 04 24 22 00 360  5.7  6.2    MM    MM    MM  MM 1007.3  10.9    MM   5.8   MM +0.4    MM
2017 04 24 21 00  10  4.6  5.1    MM    MM    MM  MM 1007.1   9.8    MM   5.8   MM +0.4    MM
2017 04 24 20 00 360  2.1  2.6    MM    MM    MM  MM 1007.0   9.9    MM   5.1   MM +0.3    MM
2017 04 24 19 00 330  2.1  2.6    MM    MM    MM  MM 1006.9   9.6    MM   5.5   MM +0.0    MM
2017 04 24 18 00  10  2.6  3.1    MM    MM    MM  MM 1006.7   8.9    MM   6.1   MM +0.0    MM
2017 04 24 17 00  10  2.6  2.6    MM    MM    MM  MM 1006.7   8.4    MM   5.9   MM +0.0    MM
2017 04 24 16 00 340  1.5  1.5    MM    MM    MM  MM 1006.8   8.3    MM   6.3   MM +0.0    MM
2017 04 24 15 00 150  1.5  2.1    MM    MM    MM  MM 1006.8   8.0    MM   6.5   MM -0.5    MM
2017 04 24 14 00 150  2.1  2.6    MM    MM    MM  MM 1006.8   7.7    MM   6.5   MM -0.7    MM
2017 04 24 13 00 150  3.1  4.1    MM    MM    MM  MM 1007.0   7.8    MM   6.8   MM -0.6    MM
2017 04 24 12 00 190  5.7  5.7    MM    MM    MM  MM 1007.3   8.1    MM   6.9   MM -0.8    MM
2017 04 24 11 00 180  6.2  6.7    MM    MM    MM  MM 1007.5   8.3    MM   6.8   MM -1.0    MM
2017 04 24 10 00 190  6.7  7.7    MM    MM    MM  MM 1007.6   8.4    MM   6.5   MM -1.4    MM
2017 04 24 09 00 180  8.2  8.8    MM    MM    MM  MM 1008.1   8.7    MM   7.1   MM -1.2    MM
2017 04 24 08 00 180  8.2  9.3    MM    MM    MM  MM 1008.5   9.0    MM   7.4   MM -1.0    MM
2017 04 24 07 00 170  5.7  6.2    MM    MM    MM  MM 1009.0   9.0    MM   7.6   MM -0.5    MM
2017 04 24 06 00 180  7.2  7.7    MM    MM    MM  MM 1009.3   8.9    MM   7.2   MM +0.0    MM
2017 04 24 05 00 180  9.3  9.8    MM    MM    MM  MM 1009.5   9.2    MM   7.5   MM +0.0    MM
2017 04 24 04 00 170  8.8  9.8    MM    MM    MM  MM 1009.5   9.2    MM   7.9   MM -0.3    MM
2017 04 24 03 00 180  9.3  9.8    MM    MM    MM  MM 1009.5   9.4    MM   7.4   MM -0.6    MM
2017 04 24 02 00 190 10.3 11.3    MM    MM    MM  MM 1009.5   9.6    MM   7.0   MM -1.0    MM
2017 04 24 01 00 180  9.3 10.3    MM    MM    MM  MM 1009.8   9.6    MM   7.5   MM -0.4    MM
2017 04 24 00 00 190  8.2  9.3    MM    MM    MM  MM 1010.1   9.8    MM   7.7   MM -0.6    MM
2017 04 23 23 00 200  7.2  8.2    MM    MM    MM  MM 1010.5   9.0    MM   7.1   MM -0.6    MM
2017 04 23 22 00 170  8.8  9.3    MM    MM    MM  MM 1010.2  10.8    MM   7.3   MM -1.7    MM
2017 04 23 21 00 170  6.7  7.2    MM    MM    MM  MM 1010.7  10.8    MM   6.6   MM -1.6    MM
2017 04 23 20 00 150  4.6  5.1    MM    MM    MM  MM 1011.1  11.3    MM   6.5   MM -1.1    MM
2017 04 23 19 00 190  3.6  4.1    MM    MM    MM  MM 1011.9   9.0    MM   7.1   MM -0.4    MM
2017 04 23 18 00 150  2.1  2.1    MM    MM    MM  MM 1012.3   9.0    MM   7.7   MM +0.0    MM
2017 04 23 17 00 170  3.1  3.1    MM    MM    MM  MM 1012.2   9.5    MM   8.1   MM -0.5    MM
2017 04 23 16 00 160  5.1  5.1    MM    MM    MM  MM 1012.3   9.9    MM   7.1   MM -0.6    MM
2017 04 23 15 00 150  4.1  4.6    MM    MM    MM  MM 1012.4   9.7    MM   7.2   MM -0.7    MM
2017 04 23 14 00 150  4.1  4.1    MM    MM    MM  MM 1012.7   9.4    MM   7.4   MM -1.1    MM
2017 04 23 13 00 170  4.1  4.1    MM    MM    MM  MM 1012.9   9.4    MM   7.9   MM -1.2    MM
2017 04 23 12 00 170  5.1  5.7    MM    MM    MM  MM 1013.1   9.3    MM   8.1   MM -1.0    MM
2017 04 23 11 00 180  3.6  4.1    MM    MM    MM  MM 1013.8   9.6    MM   7.8   MM -0.6    MM
2017 04 23 10 00 170  5.1  5.7    MM    MM    MM  MM 1014.1   9.8    MM   7.8   MM -0.5    MM
2017 04 23 09 00 170  7.2  8.2    MM    MM    MM  MM 1014.1   9.9    MM   8.0   MM -0.5    MM
2017 04 23 08 00 170  7.2  7.7    MM    MM    MM  MM 1014.4  10.3    MM   8.1   MM +0.0    MM
2017 04 23 07 00 170  3.6  3.6    MM    MM    MM  MM 1014.6  10.4    MM   8.8   MM +0.5    MM
2017 04 23 06 00 170  5.7  6.2    MM    MM    MM  MM 1014.6  10.6    MM   8.7   MM +1.1    MM
2017 04 23 05 00 180  7.2  7.7    MM    MM    MM  MM 1014.5  10.8    MM   8.2   MM +1.5    MM
2017 04 23 04 00 190  8.2  9.3    MM    MM    MM  MM 1014.1  11.6    MM   7.4   MM +1.6    MM
2017 04 23 03 00 210  9.3 10.8    MM    MM    MM  MM 1013.5  12.2    MM   7.3   MM +1.3    MM
2017 04 23 02 00 180  8.2  9.3    MM    MM    MM  MM 1013.0  11.5    MM   8.6   MM +1.3    MM
2017 04 23 01 00 190  8.8  9.8    MM    MM    MM  MM 1012.5  12.0    MM   8.7   MM +0.9    MM
2017 04 23 00 00 190 11.3 12.4    MM    MM    MM  MM 1012.2  12.5    MM   8.4   MM +1.4    MM
2017 04 22 23 00 190 12.4 13.4    MM    MM    MM  MM 1011.7  12.6    MM   8.7   MM +0.6    MM
2017 04 22 22 00 130  2.1  2.6    MM    MM    MM  MM 1011.6  10.0    MM   8.2   MM +0.3    MM
2017 04 22 21 00 230  2.6  3.6    MM    MM    MM  MM 1010.8  10.6    MM   8.0   MM +0.4    MM
2017 04 22 20 00 150  5.1  6.2    MM    MM    MM  MM 1011.1  10.3    MM   8.1   MM +3.4    MM
2017 04 22 19 00 190  7.7  8.2    MM    MM    MM  MM 1011.3  10.5    MM   7.8   MM +3.8    MM
2017 04 22 18 00 210 10.3 11.8    MM    MM    MM  MM 1010.4  12.4    MM   5.6   MM +3.2    MM
2017 04 22 17 00 200  3.6  4.6    MM    MM    MM  MM 1007.7  12.6    MM   5.9   MM -0.0    MM
2017 04 22 16 00  70  1.5  2.1    MM    MM    MM  MM 1007.5  11.9    MM   6.8   MM -1.3    MM
2017 04 22 15 00 350  3.1  4.1    MM    MM    MM  MM 1007.2  11.3    MM   6.7   MM -2.5    MM
2017 04 22 14 00  20  3.6  4.6    MM    MM    MM  MM 1007.9  10.8    MM   7.6   MM -3.1    MM
2017 04 22 13 00  20  2.1  3.1    MM    MM    MM  MM 1008.8  12.8    MM   5.8   MM -3.3    MM
2017 04 22 12 00 150  1.0  1.5    MM    MM    MM  MM 1009.7  16.0    MM   0.7   MM -3.6    MM
2017 04 22 11 00 130  1.0  1.5    MM    MM    MM  MM 1011.0  16.4    MM   1.0   MM -3.6    MM
2017 04 22 10 00 360  2.1  2.6    MM    MM    MM  MM 1012.1  11.8    MM   5.5   MM -3.2    MM
2017 04 22 09 00  20  1.5  2.1    MM    MM    MM  MM 1013.3  11.7    MM   5.6   MM -3.1    MM
2017 04 22 08 00 280  2.1  2.6    MM    MM    MM  MM 1014.6  12.4    MM   5.7   MM -2.7    MM
2017 04 22 07 00  90  2.6  3.1    MM    MM    MM  MM 1015.3  16.5    MM   0.0   MM -2.7    MM
2017 04 22 06 00 110  2.6  5.1    MM    MM    MM  MM 1016.4  16.9    MM   0.4   MM -2.1    MM
2017 04 22 05 00 310  1.5  2.1    MM    MM    MM  MM 1017.3  14.0    MM   5.7   MM -1.6    MM
2017 04 22 04 00  20  3.1  3.6    MM    MM    MM  MM 1018.0  13.8    MM   7.1   MM -1.8    MM
2017 04 22 03 00  40  3.6  4.6    MM    MM    MM  MM 1018.5  14.2    MM   7.2   MM -2.5    MM
2017 04 22 02 00  50  4.1  4.6    MM    MM    MM  MM 1018.9  13.1    MM   7.4   MM -3.3    MM
2017 04 22 01 00  40  4.1  4.6    MM    MM    MM  MM 1019.8  12.8    MM   7.9   MM -3.9    MM
2017 04 22 00 00  30  5.7  5.7    MM    MM    MM  MM 1021.0  12.2    MM   8.4   MM -4.1    MM
2017 04 21 23 00  30  5.1  5.1    MM    MM    MM  MM 1022.2  12.1    MM   8.3   MM -4.0    MM
2017 04 21 22 00  30  4.6  4.6    MM    MM    MM  MM 1023.7  11.8    MM   8.1   MM -3.6    MM
2017 04 21 21 00  10  4.6  4.6    MM    MM    MM  MM 1025.1  11.6    MM   6.9   MM -3.0    MM
2017 04 21 20 00 360  4.6  4.6    MM    MM    MM  MM 1026.2  11.2    MM   6.3   MM -2.6    MM
2017 04 21 19 00 360  4.1  4.6    MM    MM    MM  MM 1027.3  10.0    MM   7.4   MM -1.9    MM
2017 04 21 18 00  20  3.1  3.1    MM    MM    MM  MM 1028.1   9.2    MM   7.3   MM -1.7    MM
2017 04 21 17 00  40  1.0  1.5    MM    MM    MM  MM 1028.8   9.5    MM   6.8   MM -1.1    MM
2017 04 21 16 00 340  1.5  1.5    MM    MM    MM  MM 1029.2   8.5    MM   7.0   MM -0.6    MM
2017 04 21 15 00  MM  0.0  0.5    MM    MM    MM  MM 1029.8   8.1    MM   6.4   MM +0.0    MM
2017 04 21 14 00  MM  0.0  0.5    MM    MM    MM  MM 1029.9   7.5    MM   6.0   MM +0.0    MM
2017 04 21 13 00 180  2.1  2.1    MM    MM    MM  MM 1029.8   7.7    MM   6.4   MM +0.0    MM
2017 04 21 12 00 190  3.1  3.1    MM    MM    MM  MM 1029.8   7.9    MM   6.5   MM -0.3    MM
2017 04 21 11 00 190  3.1  3.1    MM    MM    MM  MM 1029.9   8.3    MM   6.5   MM +0.0    MM
2017 04 21 10 00 190  5.1  5.7    MM    MM    MM  MM 1030.0   8.7    MM   6.4   MM +0.3    MM
2017 04 21 09 00 190  5.1  5.7    MM    MM    MM  MM 1030.1   8.8    MM   6.5   MM +0.9    MM
2017 04 21 08 00 180  5.7  6.2    MM    MM    MM  MM 1030.1   9.1    MM   6.4   MM +1.6    MM
2017 04 21 07 00 180  5.7  6.2    MM    MM    MM  MM 1029.7   9.4    MM   6.3   MM +2.3    MM
2017 04 21 06 00 180  4.6  5.1    MM    MM    MM  MM 1029.2   9.8    MM   7.2   MM +2.9    MM
2017 04 21 05 00 190  7.2  8.2    MM    MM    MM  MM 1028.5  10.2    MM   6.9   MM +2.9    MM
2017 04 21 04 00 180  7.7  8.2    MM    MM    MM  MM 1027.4  10.6    MM   7.2   MM +2.2    MM
2017 04 21 03 00 180  8.2  8.8    MM    MM    MM  MM 1026.3  11.1    MM   7.9   MM +1.2    MM
2017 04 21 02 00 180  7.7  8.2    MM    MM    MM  MM 1025.6  11.2    MM   7.8   MM +1.1    MM
2017 04 21 01 00 170  8.8  9.8    MM    MM    MM  MM 1025.2  11.6    MM   7.7   MM +1.0    MM
2017 04 21 00 00 170  7.2  7.7    MM    MM    MM  MM 1025.1  11.8    MM   6.7   MM +1.3    MM
2017 04 20 23 00 190  6.7  7.7    MM    MM    MM  MM 1024.5  12.0    MM   6.0   MM +1.0    MM
2017 04 20 22 00 180  7.7  8.2    MM    MM    MM  MM 1024.2  11.4    MM   7.5   MM +0.8    MM
2017 04 20 21 00 180  7.2  7.7    MM    MM    MM  MM 1023.8  11.3    MM   7.1   MM +0.8    MM
2017 04 20 20 00 170  6.2  6.2    MM    MM    MM  MM 1023.5  10.7    MM   7.8   MM +1.0    MM
2017 04 20 19 00 170  6.7  7.2    MM    MM    MM  MM 1023.4  10.0    MM   7.6   MM +1.8    MM
2017 04 20 18 00 180  7.2  7.7    MM    MM    MM  MM 1023.0   9.5    MM   7.1   MM +1.7    MM
2017 04 20 17 00 180  7.2  7.7    MM    MM    MM  MM 1022.5   9.1    MM   8.0   MM +1.8    MM
2017 04 20 16 00 190  7.2  8.2    MM    MM    MM  MM 1021.6   9.2    MM   7.9   MM +1.8    MM
2017 04 20 15 00 180  5.7  6.2    MM    MM    MM  MM 1021.3   8.4    MM   7.2   MM +2.1    MM
2017 04 20 14 00 190  5.1  5.7    MM    MM    MM  MM 1020.7   8.7    MM   7.6   MM +1.7    MM
2017 04 20 13 00 180  7.2  7.7    MM    MM    MM  MM 1019.8   8.9    MM   7.6   MM +0.9    MM
2017 04 20 12 00 160  6.7  7.2    MM    MM    MM  MM 1019.2   9.0    MM   7.3   MM +0.3    MM
2017 04 20 11 00 160  4.6  5.1    MM    MM    MM  MM 1019.0   8.9    MM   7.6   MM +0.4    MM
2017 04 20 10 00 160  5.1  5.7    MM    MM    MM  MM 1018.9   8.9    MM   7.5   MM +0.7    MM
2017 04 20 09 00 160  5.7  6.2    MM    MM    MM  MM 1018.9   9.1    MM   7.6   MM +0.8    MM
2017 04 20 08 00 160  7.2  7.7    MM    MM    MM  MM 1018.6   9.3    MM   7.6   MM +0.8    MM
2017 04 20 07 00 170  8.8  9.8    MM    MM    MM  MM 1018.2   9.1    MM   8.1   MM +1.6    MM
2017 04 20 06 00 170  6.7  7.2    MM    MM    MM  MM 1018.1   8.7    MM   7.3   MM +2.1    MM
2017 04 20 05 00 200  5.1  5.7    MM    MM    MM  MM 1017.8   9.0    MM   7.2   MM +1.3    MM
2017 04 20 04 00 160  5.7  5.7    MM    MM    MM  MM 1016.6  11.0    MM   8.2   MM -0.7    MM
2017 04 20 03 00 150  1.0  1.0    MM    MM    MM  MM 1016.0  11.6    MM   8.1   MM -1.6    MM
2017 04 20 02 00 150  1.5  2.1    MM    MM    MM  MM 1016.5  11.3    MM   7.7   MM -1.5    MM
2017 04 20 01 00 190  4.1  4.6    MM    MM    MM  MM 1017.3  11.7    MM   7.8   MM -1.4    MM
2017 04 20 00 00 160  3.6  4.1    MM    MM    MM  MM 1017.6  11.2    MM   7.8   MM -0.9    MM
2017 04 19 23 00 160  5.7  6.2    MM    MM    MM  MM 1018.0  11.1    MM   8.5   MM -0.4    MM
2017 04 19 22 00 160  6.2  7.2    MM    MM    MM  MM 1018.7  11.5    MM   8.0   MM -0.3    MM
2017 04 19 21 00 140  4.1  5.1    MM    MM    MM  MM 1018.5  10.8    MM   8.0   MM +0.0    MM
2017 04 19 20 00 160  9.3 10.3    MM    MM    MM  MM 1018.4  10.0    MM   7.3   MM +0.7    MM
2017 04 19 19 00 180  3.1  3.6    MM    MM    MM  MM 1019.0   8.8    MM   7.6   MM +2.5    MM
2017 04 19 18 00 150  2.6  3.1    MM    MM    MM  MM 1018.4   8.5    MM   7.0   MM +2.3    MM
2017 04 19 17 00 220  5.7  6.7    MM    MM    MM  MM 1017.7   9.0    MM   6.7   MM +1.1    MM
2017 04 19 16 00 160  1.0  1.5    MM    MM    MM  MM 1016.5   8.7    MM   7.3   MM -0.0    MM
2017 04 19 15 00 180  3.6  4.1    MM    MM    MM  MM 1016.1   9.2    MM   7.5   MM -0.6    MM
2017 04 19 14 00 180  2.6  3.1    MM    MM    MM  MM 1016.6   8.6    MM   7.4   MM +0.0    MM
2017 04 19 13 00 170  2.1  2.6    MM    MM    MM  MM 1016.5   8.9    MM   7.2   MM -0.4    MM
2017 04 19 12 00 160  1.5  2.1    MM    MM    MM  MM 1016.7   8.5    MM   6.9   MM -0.9    MM
2017 04 19 11 00 180  1.0  1.5    MM    MM    MM  MM 1016.8   8.7    MM   6.7   MM -1.2    MM
2017 04 19 10 00 120  1.0  2.1    MM    MM    MM  MM 1016.9   9.3    MM   6.9   MM -1.5    MM
2017 04 19 09 00 140  3.1  4.1    MM    MM    MM  MM 1017.6  10.7    MM   6.6   MM -0.8    MM
2017 04 19 08 00 130  1.5  2.1    MM    MM    MM  MM 1018.0  10.6    MM   7.2   MM +0.0    MM
2017 04 19 07 00 170  4.1  4.1    MM    MM    MM  MM 1018.4  10.2    MM   8.5   MM +0.7    MM
2017 04 19 06 00 160  3.6  3.6    MM    MM    MM  MM 1018.4  10.1    MM   8.7   MM +1.5    MM
2017 04 19 05 00 160  3.6  4.1    MM    MM    MM  MM 1018.1  11.9    MM   7.2   MM +1.6    MM
2017 04 19 04 00 160  4.6  5.1    MM    MM    MM  MM 1017.7  11.3    MM   7.5   MM +1.1    MM
2017 04 19 03 00 120  2.1  3.6    MM    MM    MM  MM 1016.9  11.6    MM   6.9   MM +0.9    MM
2017 04 19 02 00 120  2.6  3.6    MM    MM    MM  MM 1016.5   9.8    MM   6.0   MM +0.5    MM
2017 04 19 01 00 180  4.1  4.1    MM    MM    MM  MM 1016.6  10.8    MM   6.8   MM +0.9    MM
2017 04 19 00 00 170  6.2  6.7    MM    MM    MM  MM 1016.0  11.7    MM   6.6   MM +0.4    MM
2017 04 18 23 00 170  8.8  9.8    MM    MM    MM  MM 1016.0  12.1    MM   6.1   MM +1.1    MM
2017 04 18 22 00 190  4.1  4.6    MM    MM    MM  MM 1015.7  12.7    MM   6.1   MM +0.8    MM
2017 04 18 21 00 180  6.7  7.2    MM    MM    MM  MM 1015.6  11.5    MM   6.7   MM +0.8    MM
2017 04 18 20 00 200  6.2  6.7    MM    MM    MM  MM 1014.9  11.4    MM   6.0   MM +0.8    MM
2017 04 18 19 00 170  6.2  7.2    MM    MM    MM  MM 1014.9  11.1    MM   7.7   MM +1.4    MM
2017 04 18 18 00 170  8.2  8.8    MM    MM    MM  MM 1014.8  10.9    MM   7.9   MM +1.6    MM
2017 04 18 17 00 170  8.8  9.8    MM    MM    MM  MM 1014.1  10.3    MM   7.8   MM +1.6    MM
2017 04 18 16 00 170  8.2  8.8    MM    MM    MM  MM 1013.5   9.9    MM   8.7   MM +1.3    MM
2017 04 18 15 00 170  6.2  6.7    MM    MM    MM  MM 1013.2   9.7    MM   9.2   MM +1.3    MM
2017 04 18 14 00 160  3.6  4.1    MM    MM    MM  MM 1012.5  10.3    MM   9.4   MM +1.2    MM
2017 04 18 13 00 160  3.1  3.6    MM    MM    MM  MM 1012.2   9.3    MM   9.3   MM +1.0    MM
2017 04 18 12 00 160  3.6  4.1    MM    MM    MM  MM 1011.9   9.6    MM   9.5   MM +0.3    MM
2017 04 18 11 00 170  6.2  6.2    MM    MM    MM  MM 1011.3  10.2    MM   9.6   MM -0.4    MM
2017 04 18 10 00 170  5.1  6.2    MM    MM    MM  MM 1011.2  10.3    MM   9.5   MM -0.4    MM
2017 04 18 09 00 180  5.1  5.7    MM    MM    MM  MM 1011.6  10.0    MM   8.9   MM +0.0    MM
2017 04 18 08 00 170  5.7  5.7    MM    MM    MM  MM 1011.7  10.3    MM   8.7   MM +0.4    MM
2017 04 18 07 00 190  6.7  6.7    MM    MM    MM  MM 1011.6  10.7    MM   9.0   MM +0.7    MM
2017 04 18 06 00 170  5.7  6.2    MM    MM    MM  MM 1011.5  10.4    MM   9.4   MM +0.8    MM
2017 04 18 05 00 160  5.1  5.7    MM    MM    MM  MM 1011.3  10.5    MM   9.6   MM +0.4    MM
2017 04 18 04 00 210  2.6  3.1    MM    MM    MM  MM 1010.9  10.2    MM   9.5   MM +0.0    MM
2017 04 18 03 00  MM  0.0  1.0    MM    MM    MM  MM 1010.7  10.1    MM   9.2   MM -0.5    MM
2017 04 18 02 00 160  4.1  4.1    MM    MM    MM  MM 1010.9  11.3    MM   9.3   MM +0.0    MM
2017 04 18 01 00 160  6.2  6.7    MM    MM    MM  MM 1010.8  10.9    MM   9.1   MM +0.3    MM
2017 04 18 00 00 190  6.7  7.7    MM    MM    MM  MM 1011.2  10.9    MM   8.5   MM +0.8    MM
2017 04 17 23 00 210 10.8 11.8    MM    MM    MM  MM 1010.8  12.3    MM   7.0   MM -0.0    MM
2017 04 17 22 00 170  5.1  5.7    MM    MM    MM  MM 1010.5  11.8    MM   7.4   MM -0.7    MM
2017 04 17 21 00 160  5.1  5.7    MM    MM    MM  MM 1010.4  12.3    MM   7.1   MM -0.9    MM
2017 04 17 20 00 190  5.1  5.7    MM    MM    MM  MM 1010.7  12.7    MM   7.0   MM   MM    MM
2017 04 17 19 00 180  4.1  4.1    MM    MM    MM  MM 1011.2  11.4    MM   7.8   MM +0.0    MM
2017 04 17 18 00 180  6.2  7.2    MM    MM    MM  MM 1011.3  11.5    MM   7.1   MM +0.3    MM
2017 04 17 17 00 180  7.2  7.7    MM    MM    MM  MM 1011.2  11.2    MM   7.0   MM +0.7    MM
2017 04 17 16 00 190  6.2  6.2    MM    MM    MM  MM 1011.0  10.3    MM   7.3   MM   MM    MM
2017 04 17 15 00 180  6.2  6.7    MM    MM    MM  MM 1011.0  10.3    MM   7.2   MM +1.9    MM
2017 04 17 14 00 180  6.7  7.2    MM    MM    MM  MM 1010.5  10.4    MM   6.5   MM +1.9    MM
2017 04 17 13 00 170  6.2  6.7    MM    MM    MM  MM 1009.7  10.3    MM   6.5   MM +1.9    MM
2017 04 17 12 00 190  8.2  9.3    MM    MM    MM  MM 1009.1  10.4    MM   6.4   MM +1.6    MM
2017 04 17 11 00 180  7.2  7.7    MM    MM    MM  MM 1008.6  10.3    MM   6.6   MM +1.0    MM
2017 04 17 10 00  MM  0.0  0.0    MM    MM    MM  MM 1007.8  10.3    MM   6.3   MM +0.3    MM
2017 04 17 09 00  50  3.6  3.6    MM    MM    MM  MM 1007.5  10.5    MM   6.8   MM +0.0    MM
2017 04 17 08 00  30  4.1  4.1    MM    MM    MM  MM 1007.6  10.9    MM   6.9   MM +0.4    MM
2017 04 17 07 00  40  3.6  4.6    MM    MM    MM  MM 1007.5  10.6    MM   7.2   MM +0.0    MM
2017 04 17 06 00  20  3.1  3.1    MM    MM    MM  MM 1007.3  11.6    MM   6.1   MM +0.0    MM
2017 04 17 05 00  40  3.1  3.6    MM    MM    MM  MM 1007.2  11.3    MM   6.6   MM -0.7    MM
2017 04 17 04 00  30  3.6  3.6    MM    MM    MM  MM 1007.3  11.6    MM   5.6   MM -1.1    MM
2017 04 17 03 00  20  3.1  3.6    MM    MM    MM  MM 1007.4  11.8    MM   5.1   MM -1.2    MM
2017 04 17 02 00  30  3.1  3.1    MM    MM    MM  MM 1007.9  12.8    MM   4.2   MM -1.1    MM
2017 04 17 01 00  10  2.1  2.6    MM    MM    MM  MM 1008.4  12.0    MM   5.5   MM -1.3    MM
2017 04 17 00 00  50  4.6  4.6    MM    MM    MM  MM 1008.6  12.0    MM   5.7   MM -2.1    MM
2017 04 16 23 00  50  4.1  4.6    MM    MM    MM  MM 1009.0  11.3    MM   6.3   MM -2.4    MM
2017 04 16 22 00  50  5.1  5.1    MM    MM    MM  MM 1009.7  11.0    MM   6.0   MM -2.7    MM
2017 04 16 21 00  30  4.6  5.1    MM    MM    MM  MM 1010.7  10.1    MM   6.4   MM -2.7    MM
2017 04 16 20 00  10  5.1  5.7    MM    MM    MM  MM 1011.4  10.0    MM   5.8   MM -2.7    MM
2017 04 16 19 00  20  6.7  7.2    MM    MM    MM  MM 1012.4   9.3    MM   4.9   MM -2.6    MM
2017 04 16 18 00  10  8.2  9.3    MM    MM    MM  MM 1013.4   8.3    MM   4.6   MM -2.1    MM
2017 04 16 17 00  10  8.2  9.3    MM    MM    MM  MM 1014.1   7.9    MM   5.0   MM -1.8    MM
2017 04 16 16 00  10  9.3  9.8    MM    MM    MM  MM 1015.0   7.6    MM   3.9   MM -1.4    MM
2017 04 16 15 00  10  8.8  9.3    MM    MM    MM  MM 1015.5   7.4    MM   5.3   MM -1.6    MM
