#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 04 06 19 00 170  6.7  7.2    MM    MM    MM  MM 1006.4   9.9    MM   7.9   MM +0.3    MM
2017 04 06 18 00 170  8.8  9.8    MM    MM    MM  MM 1006.6  10.0    MM   7.2   MM -0.0    MM
2017 04 06 17 00 170  8.2  9.3    MM    MM    MM  MM 1006.5   9.7    MM   7.4   MM -0.0    MM
2017 04 06 16 00 170  8.8  9.3    MM    MM    MM  MM 1006.1   9.8    MM   7.3   MM -0.6    MM
2017 04 06 15 00 170  9.3  9.8    MM    MM    MM  MM 1006.5   9.6    MM   7.6   MM -0.4    MM
2017 04 06 14 00 180 10.3 11.3    MM    MM    MM  MM 1006.7   9.7    MM   7.5   MM +1.2    MM
2017 04 06 13 00 190 10.3 12.9    MM    MM    MM  MM 1006.7   9.5    MM   7.6   MM +0.7    MM
2017 04 06 12 00 210  7.2  7.7    MM    MM    MM  MM 1006.9   9.1    MM   8.0   MM +0.3    MM
2017 04 06 11 00 360  1.5  1.5    MM    MM    MM  MM 1005.5   9.1    MM   7.5   MM -3.4    MM
2017 04 06 10 00 330  3.1  3.6    MM    MM    MM  MM 1006.0  10.0    MM   7.0   MM -3.8    MM
2017 04 06 09 00 310  3.1  3.6    MM    MM    MM  MM 1006.6  10.0    MM   6.8   MM -4.0    MM
2017 04 06 08 00 290  1.0  1.5    MM    MM    MM  MM 1008.9   9.8    MM   7.7   MM -3.7    MM
2017 04 06 07 00 180  1.0  1.5    MM    MM    MM  MM 1009.8  10.3    MM   7.1   MM -2.5    MM
2017 04 06 06 00 120  2.6  3.6    MM    MM    MM  MM 1010.6   9.9    MM   8.1   MM -1.2    MM
2017 04 06 05 00 170  4.6  5.7    MM    MM    MM  MM 1012.6   9.7    MM   8.9   MM +0.7    MM
2017 04 06 04 00 170  6.2  6.7    MM    MM    MM  MM 1012.3  10.1    MM   8.4   MM -0.7    MM
2017 04 06 03 00 200  1.0  1.0    MM    MM    MM  MM 1011.8   9.4    MM   7.8   MM -1.5    MM
2017 04 06 02 00 310  0.5  0.5    MM    MM    MM  MM 1011.9   9.8    MM   7.3   MM -1.8    MM
2017 04 06 01 00 150  2.1  2.6    MM    MM    MM  MM 1013.0  10.6    MM   8.2   MM -0.7    MM
2017 04 06 00 00 190  1.5  1.5    MM    MM    MM  MM 1013.3  10.5    MM   8.3   MM -0.8    MM
2017 04 05 23 00 180  4.1  4.6    MM    MM    MM  MM 1013.7   9.9    MM   8.5   MM -0.5    MM
2017 04 05 22 00 170  6.2  6.2    MM    MM    MM  MM 1013.7  10.3    MM   7.7   MM +0.0    MM
2017 04 05 21 00 180  5.1  5.7    MM    MM    MM  MM 1014.1   9.4    MM   7.8   MM -0.0    MM
2017 04 05 20 00 170  5.7  6.2    MM    MM    MM  MM 1014.2   9.4    MM   7.5   MM -0.0    MM
2017 04 05 19 00 160  5.7  6.2    MM    MM    MM  MM 1013.8   9.5    MM   7.6   MM +0.0    MM
2017 04 05 18 00 170  3.6  4.1    MM    MM    MM  MM 1014.2   9.5    MM   7.9   MM +0.8    MM
2017 04 05 17 00 160  3.6  4.1    MM    MM    MM  MM 1014.1   9.2    MM   7.6   MM +1.3    MM
2017 04 05 16 00 160  4.6  5.7    MM    MM    MM  MM 1013.9   9.4    MM   7.6   MM +1.0    MM
2017 04 05 15 00 150  3.6  5.7    MM    MM    MM  MM 1013.4   9.4    MM   6.4   MM +0.9    MM
2017 04 05 14 00 140  3.1  4.1    MM    MM    MM  MM 1012.8   9.5    MM   6.7   MM +0.3    MM
2017 04 05 13 00 140  1.5  2.1    MM    MM    MM  MM 1012.9   9.1    MM   7.5   MM -0.0    MM
2017 04 05 12 00 100  0.5  1.0    MM    MM    MM  MM 1012.5   8.6    MM   8.1   MM +0.0    MM
2017 04 05 11 00 150  1.0  1.5    MM    MM    MM  MM 1012.5   8.7    MM   8.2   MM +0.0    MM
2017 04 05 10 00  MM  0.0  0.0    MM    MM    MM  MM 1012.8   8.6    MM   8.2   MM -0.3    MM
2017 04 05 09 00 260  3.6  4.1    MM    MM    MM  MM 1012.5   9.1    MM   8.5   MM -1.2    MM
2017 04 05 08 00 170  5.7  6.2    MM    MM    MM  MM 1012.6   9.8    MM   7.6   MM -1.8    MM
2017 04 05 07 00 150  3.6  4.6    MM    MM    MM  MM 1013.1   9.9    MM   8.0   MM -1.0    MM
2017 04 05 06 00 150  5.1  6.2    MM    MM    MM  MM 1013.7   9.1    MM   8.6   MM +0.3    MM
2017 04 05 05 00 200  5.7  5.7    MM    MM    MM  MM 1014.4   9.1    MM   8.2   MM +1.2    MM
2017 04 05 04 00 190  2.6  3.1    MM    MM    MM  MM 1014.1   9.1    MM   6.9   MM +1.3    MM
2017 04 05 03 00 220  5.7  6.2    MM    MM    MM  MM 1013.4  10.0    MM   7.1   MM +0.4    MM
2017 04 05 02 00 220  8.2  8.8    MM    MM    MM  MM 1013.2  12.1    MM   5.6   MM -0.0    MM
2017 04 05 01 00 150  5.7  6.7    MM    MM    MM  MM 1012.8  13.4    MM   3.4   MM -0.7    MM
2017 04 05 00 00 190  4.6  5.7    MM    MM    MM  MM 1013.0  13.2    MM   4.1   MM -0.9    MM
2017 04 04 23 00 190  6.2  6.7    MM    MM    MM  MM 1013.0  12.8    MM   2.6   MM -1.2    MM
2017 04 04 22 00 160  4.6  5.1    MM    MM    MM  MM 1013.5  12.5    MM   1.1   MM -1.3    MM
2017 04 04 21 00 150  2.1  3.1    MM    MM    MM  MM 1013.9  11.9    MM   2.6   MM -1.4    MM
2017 04 04 20 00 160  2.6  3.1    MM    MM    MM  MM 1014.2  11.6    MM   1.1   MM -1.3    MM
2017 04 04 19 00 180  2.6  3.1    MM    MM    MM  MM 1014.8   8.8    MM   5.6   MM -1.1    MM
2017 04 04 18 00 180  2.1  2.1    MM    MM    MM  MM 1015.3   8.2    MM   5.6   MM -0.8    MM
2017 04 04 17 00  MM  0.0  0.0    MM    MM    MM  MM 1015.5   8.1    MM   5.0   MM -0.9    MM
2017 04 04 16 00  MM  0.0  0.0    MM    MM    MM  MM 1015.9   8.0    MM   4.0   MM -0.8    MM
2017 04 04 15 00  MM  0.0  0.5    MM    MM    MM  MM 1016.1   7.5    MM   3.9   MM -0.7    MM
2017 04 04 14 00 200  0.5  1.0    MM    MM    MM  MM 1016.4   7.5    MM   3.3   MM -0.7    MM
2017 04 04 13 00  MM  0.0  0.0    MM    MM    MM  MM 1016.7   7.4    MM   3.0   MM -0.8    MM
2017 04 04 12 00  50  2.1  2.1    MM    MM    MM  MM 1016.8   7.2    MM   3.3   MM -1.1    MM
2017 04 04 11 00  40  2.1  2.6    MM    MM    MM  MM 1017.1   7.4    MM   2.7   MM -1.3    MM
2017 04 04 10 00  40  1.0  1.0    MM    MM    MM  MM 1017.5   7.3    MM   3.8   MM -1.2    MM
2017 04 04 09 00  20  1.0  1.5    MM    MM    MM  MM 1017.9   7.5    MM   4.7   MM -1.5    MM
2017 04 04 08 00 360  2.1  2.6    MM    MM    MM  MM 1018.4   7.9    MM   4.1   MM -1.6    MM
2017 04 04 07 00 350  2.1  2.6    MM    MM    MM  MM 1018.7   8.3    MM   3.8   MM -1.4    MM
2017 04 04 06 00  10  0.5  0.5    MM    MM    MM  MM 1019.4   8.3    MM   2.3   MM -0.6    MM
2017 04 04 05 00  20  2.1  2.1    MM    MM    MM  MM 1020.0   8.8    MM   2.3   MM -0.5    MM
2017 04 04 04 00  10  4.1  4.6    MM    MM    MM  MM 1020.1   9.3    MM   3.2   MM -0.8    MM
2017 04 04 03 00  30  4.1  4.6    MM    MM    MM  MM 1020.0   9.2    MM   5.8   MM -1.4    MM
2017 04 04 02 00  10  3.6  4.1    MM    MM    MM  MM 1020.5   9.8    MM   5.0   MM -1.8    MM
2017 04 04 01 00  20  3.6  4.1    MM    MM    MM  MM 1020.9   9.8    MM   4.2   MM -2.2    MM
2017 04 04 00 00 360  3.1  3.6    MM    MM    MM  MM 1021.4   9.7    MM   3.1   MM -2.7    MM
2017 04 03 23 00 360  3.6  4.1    MM    MM    MM  MM 1022.3   9.4    MM   2.2   MM -2.4    MM
2017 04 03 22 00  10  3.6  4.1    MM    MM    MM  MM 1023.1   9.1    MM   2.5   MM -2.3    MM
2017 04 03 21 00 360  3.6  3.6    MM    MM    MM  MM 1024.1   8.7    MM   1.6   MM -1.3    MM
2017 04 03 20 00  10  3.1  3.6    MM    MM    MM  MM 1024.7   8.2    MM   2.9   MM -0.8    MM
2017 04 03 19 00  40  1.5  2.1    MM    MM    MM  MM 1025.4   7.9    MM   3.7   MM -0.4    MM
2017 04 03 18 00  20  2.1  2.1    MM    MM    MM  MM 1025.4   7.3    MM   2.9   MM -0.4    MM
2017 04 03 17 00  MM  0.0  0.5    MM    MM    MM  MM 1025.5   7.0    MM   3.7   MM +0.0    MM
2017 04 03 16 00 240  1.5  1.5    MM    MM    MM  MM 1025.8   6.3    MM   3.7   MM +0.0    MM
2017 04 03 15 00 280  1.0  1.5    MM    MM    MM  MM 1025.8   6.1    MM   4.6   MM -0.0    MM
2017 04 03 14 00 350  1.5  1.5    MM    MM    MM  MM 1025.5   5.8    MM   4.0   MM +0.0    MM
2017 04 03 13 00 310  1.0  1.0    MM    MM    MM  MM 1025.7   6.2    MM   3.7   MM +0.0    MM
2017 04 03 12 00 200  1.5  1.5    MM    MM    MM  MM 1025.8   6.3    MM   3.8   MM +0.0    MM
2017 04 03 11 00 220  3.1  3.6    MM    MM    MM  MM 1025.7   6.6    MM   3.6   MM +0.3    MM
2017 04 03 10 00 230  2.6  3.1    MM    MM    MM  MM 1025.8   6.6    MM   4.2   MM +0.5    MM
2017 04 03 09 00 350  1.5  2.1    MM    MM    MM  MM 1025.7   6.7    MM   3.4   MM +0.8    MM
2017 04 03 08 00  20  1.5  1.5    MM    MM    MM  MM 1025.4   7.0    MM   0.5   MM +0.4    MM
2017 04 03 07 00 330  2.6  3.6    MM    MM    MM  MM 1025.3   7.4    MM   1.6   MM +0.6    MM
2017 04 03 06 00  20  4.6  5.1    MM    MM    MM  MM 1024.9   7.8    MM   2.0   MM +0.5    MM
2017 04 03 05 00 360  4.6  5.1    MM    MM    MM  MM 1025.0   7.9    MM   3.2   MM +0.8    MM
2017 04 03 04 00  20  7.2  8.2    MM    MM    MM  MM 1024.7   6.7    MM   3.4   MM +0.3    MM
2017 04 03 03 00  10  6.7  7.2    MM    MM    MM  MM 1024.4   8.2    MM   4.2   MM -0.3    MM
2017 04 03 02 00  20  7.2  8.2    MM    MM    MM  MM 1024.2   8.8    MM   3.0   MM -0.7    MM
2017 04 03 01 00  20  6.7  7.2    MM    MM    MM  MM 1024.4   9.2    MM   3.3   MM -0.9    MM
2017 04 03 00 00  10  6.7  7.2    MM    MM    MM  MM 1024.7   9.0    MM   4.6   MM -1.2    MM
2017 04 02 23 00  10  7.2  7.7    MM    MM    MM  MM 1024.9   9.1    MM   3.5   MM -1.6    MM
2017 04 02 22 00 360  6.2  6.7    MM    MM    MM  MM 1025.3   8.7    MM   3.0   MM -1.5    MM
2017 04 02 21 00  10  6.7  7.2    MM    MM    MM  MM 1025.9   8.4    MM   3.1   MM -1.1    MM
2017 04 02 20 00 360  6.7  6.7    MM    MM    MM  MM 1026.5   8.0    MM   4.6   MM -0.7    MM
2017 04 02 19 00 220  1.5  1.5    MM    MM    MM  MM 1026.8   8.4    MM   2.9   MM +0.0    MM
2017 04 02 18 00 190  4.1  4.1    MM    MM    MM  MM 1027.0   7.4    MM   3.3   MM +0.0    MM
2017 04 02 17 00 190  5.1  5.7    MM    MM    MM  MM 1027.2   7.1    MM   3.1   MM +0.7    MM
2017 04 02 16 00 170  6.2  6.7    MM    MM    MM  MM 1026.9   7.1    MM   3.6   MM +0.5    MM
2017 04 02 15 00 150  5.1  5.7    MM    MM    MM  MM 1026.8   6.7    MM   4.5   MM -0.0    MM
2017 04 02 14 00 160  4.1  4.6    MM    MM    MM  MM 1026.5   6.5    MM   4.7   MM +0.0    MM
2017 04 02 13 00 150  4.6  5.1    MM    MM    MM  MM 1026.4   6.7    MM   5.1   MM -0.5    MM
2017 04 02 12 00 150  4.6  5.1    MM    MM    MM  MM 1026.6   6.9    MM   5.4   MM +0.3    MM
2017 04 02 11 00 140  2.1  3.1    MM    MM    MM  MM 1026.5   7.0    MM   5.8   MM +0.4    MM
2017 04 02 10 00  90  2.1  3.1    MM    MM    MM  MM 1026.9   6.9    MM   5.0   MM +1.6    MM
2017 04 02 09 00 150  4.6  5.1    MM    MM    MM  MM 1026.3   8.1    MM   6.6   MM +1.1    MM
2017 04 02 08 00  90  2.6  3.6    MM    MM    MM  MM 1026.1   9.2    MM   6.4   MM +1.2    MM
2017 04 02 07 00  80  2.1  3.6    MM    MM    MM  MM 1025.3   9.7    MM   7.0   MM +0.8    MM
2017 04 02 06 00  80  1.0  1.5    MM    MM    MM  MM 1025.2   9.7    MM   7.0   MM +1.2    MM
2017 04 02 05 00  20  5.7  6.7    MM    MM    MM  MM 1024.9   9.5    MM   7.0   MM +0.8    MM
2017 04 02 04 00  30  5.1  5.7    MM    MM    MM  MM 1024.5   9.7    MM   8.1   MM +0.6    MM
2017 04 02 03 00  50  1.5  2.1    MM    MM    MM  MM 1024.0  10.9    MM   6.6   MM -0.0    MM
2017 04 02 02 00  40  2.6  3.1    MM    MM    MM  MM 1024.1   9.7    MM   7.4   MM +0.0    MM
2017 04 02 01 00  40  1.5  1.5    MM    MM    MM  MM 1023.9   9.3    MM   7.5   MM +0.0    MM
2017 04 02 00 00 190  0.5  1.0    MM    MM    MM  MM 1024.2  10.4    MM   8.2   MM +0.3    MM
2017 04 01 23 00 180  1.5  2.1    MM    MM    MM  MM 1024.1  10.4    MM   8.6   MM +0.6    MM
2017 04 01 22 00 200  2.1  2.1    MM    MM    MM  MM 1024.0  10.8    MM   7.8   MM +0.4    MM
2017 04 01 21 00 160  3.1  3.6    MM    MM    MM  MM 1023.9  10.5    MM   8.1   MM +0.6    MM
2017 04 01 20 00 160  4.6  5.1    MM    MM    MM  MM 1023.5   9.6    MM   7.6   MM +0.8    MM
2017 04 01 19 00 170  6.2  6.7    MM    MM    MM  MM 1023.6   9.0    MM   7.2   MM +1.1    MM
2017 04 01 18 00 170  6.7  7.2    MM    MM    MM  MM 1023.3   8.7    MM   6.3   MM +1.3    MM
2017 04 01 17 00 160  5.1  5.7    MM    MM    MM  MM 1022.7   8.4    MM   5.8   MM +1.8    MM
2017 04 01 16 00 190  3.6  4.1    MM    MM    MM  MM 1022.5   8.4    MM   5.7   MM +2.0    MM
2017 04 01 15 00 190  5.7  6.2    MM    MM    MM  MM 1022.0   8.8    MM   5.1   MM +1.0    MM
2017 04 01 14 00 190  8.2  8.8    MM    MM    MM  MM 1020.9   9.4    MM   5.3   MM -0.7    MM
2017 04 01 13 00 180  8.2  9.3    MM    MM    MM  MM 1020.5   9.6    MM   6.6   MM -0.9    MM
2017 04 01 12 00 170  7.2  7.7    MM    MM    MM  MM 1021.0  10.0    MM   6.0   MM -1.4    MM
2017 04 01 11 00 180  6.7  6.7    MM    MM    MM  MM 1021.6   9.3    MM   7.0   MM -1.0    MM
2017 04 01 10 00 180  5.1  6.7    MM    MM    MM  MM 1021.4  10.3    MM   5.5   MM -1.8    MM
2017 04 01 09 00 150  5.1  5.7    MM    MM    MM  MM 1022.4  10.0    MM   5.7   MM -1.8    MM
2017 04 01 08 00 200  3.6  3.6    MM    MM    MM  MM 1022.6   9.2    MM   7.1   MM -1.8    MM
2017 04 01 07 00 160  1.5  1.5    MM    MM    MM  MM 1023.2   9.3    MM   5.9   MM -1.2    MM
2017 04 01 06 00 140  1.5  1.5    MM    MM    MM  MM 1024.2   9.1    MM   7.5   MM +0.0    MM
2017 04 01 05 00 160  0.5  0.5    MM    MM    MM  MM 1024.4   9.3    MM   7.1   MM -0.0    MM
2017 04 01 04 00  MM  0.0  0.5    MM    MM    MM  MM 1024.4   9.7    MM   5.3   MM -0.9    MM
2017 04 01 03 00 360  1.0  1.0    MM    MM    MM  MM 1024.2  10.4    MM   4.6   MM -1.9    MM
2017 04 01 02 00  MM  0.0  0.5    MM    MM    MM  MM 1024.6  10.5    MM   2.8   MM -1.9    MM
2017 04 01 01 00  MM  0.0  0.5    MM    MM    MM  MM 1025.3  10.8    MM   2.7   MM -2.2    MM
2017 04 01 00 00 220  0.5  0.5    MM    MM    MM  MM 1026.1  11.6    MM   2.6   MM -2.1    MM
2017 03 31 23 00 280  1.0  1.0    MM    MM    MM  MM 1026.5  10.8    MM   2.8   MM -2.6    MM
2017 03 31 22 00 290  1.5  1.5    MM    MM    MM  MM 1027.5  10.1    MM   4.1   MM -2.1    MM
2017 03 31 21 00 190  1.0  1.0    MM    MM    MM  MM 1028.2  10.4    MM   5.1   MM -1.4    MM
2017 03 31 20 00 190  1.0  1.5    MM    MM    MM  MM 1029.1   9.1    MM   5.4   MM +0.0    MM
2017 03 31 19 00 180  2.1  2.6    MM    MM    MM  MM 1029.6   8.1    MM   5.5   MM +0.0    MM
2017 03 31 18 00 170  2.1  2.1    MM    MM    MM  MM 1029.6   7.6    MM   5.4   MM +0.6    MM
2017 03 31 17 00 180  3.1  3.6    MM    MM    MM  MM 1029.3   6.7    MM   5.4   MM +0.4    MM
2017 03 31 16 00 190  5.1  5.1    MM    MM    MM  MM 1029.4   6.4    MM   5.5   MM +0.5    MM
2017 03 31 15 00 160  4.6  4.6    MM    MM    MM  MM 1029.0   6.2    MM   5.4   MM +0.0    MM
2017 03 31 14 00 140  4.6  5.7    MM    MM    MM  MM 1028.9   5.7    MM   4.5   MM +0.3    MM
2017 03 31 13 00 150  1.0  1.5    MM    MM    MM  MM 1028.9   6.5    MM   5.1   MM +0.5    MM
2017 03 31 12 00  40  1.0  1.0    MM    MM    MM  MM 1029.1   6.5    MM   5.6   MM +0.9    MM
2017 03 31 11 00  20  1.0  1.0    MM    MM    MM  MM 1028.6   6.7    MM   5.7   MM +0.3    MM
2017 03 31 10 00  90  2.1  2.6    MM    MM    MM  MM 1028.4   7.7    MM   4.8   MM +0.5    MM
2017 03 31 09 00 100  2.1  2.6    MM    MM    MM  MM 1028.2   7.5    MM   4.7   MM +0.5    MM
2017 03 31 08 00 110  1.5  2.6    MM    MM    MM  MM 1028.3   7.8    MM   4.4   MM +1.2    MM
2017 03 31 07 00  70  3.6  4.6    MM    MM    MM  MM 1027.9   8.1    MM   5.0   MM +1.2    MM
2017 03 31 06 00  20  3.6  3.6    MM    MM    MM  MM 1027.7   8.5    MM   5.3   MM +2.1    MM
2017 03 31 05 00 350  3.1  3.6    MM    MM    MM  MM 1027.1   8.6    MM   5.4   MM +2.1    MM
2017 03 31 04 00 300  1.5  1.5    MM    MM    MM  MM 1026.7   8.6    MM   4.6   MM +1.8    MM
2017 03 31 03 00  40  1.0  1.5    MM    MM    MM  MM 1025.6   9.0    MM   4.0   MM +0.8    MM
2017 03 31 02 00  30  1.5  1.5    MM    MM    MM  MM 1025.0   9.7    MM   3.0   MM +0.4    MM
2017 03 31 01 00  10  0.5  0.5    MM    MM    MM  MM 1024.9   9.4    MM   4.1   MM +0.6    MM
2017 03 31 00 00 340  0.5  0.5    MM    MM    MM  MM 1024.8   9.9    MM   3.8   MM +0.7    MM
2017 03 30 23 00 300  1.0  1.0    MM    MM    MM  MM 1024.6   9.8    MM   3.2   MM +1.1    MM
2017 03 30 22 00 360  2.1  2.6    MM    MM    MM  MM 1024.3   9.1    MM   3.1   MM +0.9    MM
2017 03 30 21 00  30  2.1  2.1    MM    MM    MM  MM 1024.1   7.2    MM   2.9   MM +1.5    MM
2017 03 30 20 00 190  3.1  3.6    MM    MM    MM  MM 1023.5   8.9    MM   5.5   MM +1.7    MM
2017 03 30 19 00 190  4.1  4.1    MM    MM    MM  MM 1023.4   7.9    MM   5.1   MM +2.7    MM
2017 03 30 18 00 180  4.6  5.1    MM    MM    MM  MM 1022.6   7.5    MM   4.8   MM +3.0    MM
2017 03 30 17 00 180  5.1  5.7    MM    MM    MM  MM 1021.8   7.1    MM   5.4   MM +2.7    MM
2017 03 30 16 00 190  5.7  6.2    MM    MM    MM  MM 1020.7   6.9    MM   5.5   MM +2.3    MM
2017 03 30 15 00 180  4.1  4.6    MM    MM    MM  MM 1019.6   7.0    MM   5.8   MM +1.4    MM
2017 03 30 14 00 180  4.1  4.6    MM    MM    MM  MM 1019.1   7.2    MM   5.5   MM +1.0    MM
2017 03 30 13 00 140  2.6  3.6    MM    MM    MM  MM 1018.4   6.6    MM   5.4   MM +0.6    MM
2017 03 30 12 00 150  3.1  3.6    MM    MM    MM  MM 1018.2   6.4    MM   5.4   MM +1.0    MM
2017 03 30 11 00 120  2.1  3.1    MM    MM    MM  MM 1018.1   6.4    MM   5.8   MM +1.4    MM
2017 03 30 10 00  80  2.6  3.1    MM    MM    MM  MM 1017.8   6.3    MM   5.6   MM +1.4    MM
2017 03 30 09 00 100  2.6  4.1    MM    MM    MM  MM 1017.2   6.6    MM   5.5   MM +1.3    MM
2017 03 30 08 00  90  2.1  3.6    MM    MM    MM  MM 1016.7   6.8    MM   5.2   MM +1.7    MM
2017 03 30 07 00 110  2.1  4.1    MM    MM    MM  MM 1016.4   6.7    MM   5.3   MM +1.9    MM
2017 03 30 06 00 180  4.1  5.1    MM    MM    MM  MM 1015.9   7.7    MM   5.3   MM +1.9    MM
2017 03 30 05 00 180  6.7  7.2    MM    MM    MM  MM 1015.0   8.2    MM   5.3   MM +2.3    MM
2017 03 30 04 00 180  4.6  5.7    MM    MM    MM  MM 1014.5   8.6    MM   5.4   MM +2.8    MM
2017 03 30 03 00 210  2.6  3.1    MM    MM    MM  MM 1014.0   9.5    MM   4.8   MM +3.0    MM
2017 03 30 02 00 200  9.8 11.3    MM    MM    MM  MM 1012.7  10.3    MM   5.6   MM +2.1    MM
2017 03 30 01 00 200 12.9 13.9    MM    MM    MM  MM 1011.7  10.5    MM   6.6   MM +1.9    MM
2017 03 30 00 00 190 13.9 15.4    MM    MM    MM  MM 1011.0  11.0    MM   7.2   MM +1.5    MM
2017 03 29 23 00 190 11.8 12.9    MM    MM    MM  MM 1010.6  11.1    MM   8.0   MM +1.4    MM
2017 03 29 22 00 190 14.4 16.0    MM    MM    MM  MM 1009.8  11.2    MM   8.9   MM +0.8    MM
2017 03 29 21 00 190 14.4 15.4    MM    MM    MM  MM 1009.5  10.0    MM   9.6   MM +0.8    MM
2017 03 29 20 00 190 13.9 16.0    MM    MM    MM  MM 1009.2  10.4    MM   9.7   MM -0.0    MM
2017 03 29 19 00 190 13.9 14.9    MM    MM    MM  MM 1009.0  10.1    MM   9.5   MM -0.8    MM
2017 03 29 18 00 170 11.8 12.9    MM    MM    MM  MM 1008.7   9.5    MM   9.1   MM -2.0    MM
2017 03 29 17 00 160  9.3 10.3    MM    MM    MM  MM 1009.0   8.8    MM   8.7   MM -2.7    MM
2017 03 29 16 00 150  6.7  7.7    MM    MM    MM  MM 1009.8   8.4    MM   8.1   MM -2.6    MM
2017 03 29 15 00 140  6.7  7.7    MM    MM    MM  MM 1010.7   8.2    MM   7.9   MM -2.6    MM
2017 03 29 14 00 180  3.6  4.1    MM    MM    MM  MM 1011.7   7.6    MM   7.6   MM -3.6    MM
2017 03 29 13 00 180  4.1  4.6    MM    MM    MM  MM 1012.4   8.0    MM   7.1   MM -4.0    MM
2017 03 29 12 00 130  2.1  2.6    MM    MM    MM  MM 1013.3   7.7    MM   7.1   MM -5.1    MM
2017 03 29 11 00 190  1.5  2.1    MM    MM    MM  MM 1015.3   7.5    MM   7.3   MM -4.5    MM
2017 03 29 10 00 180  3.6  4.1    MM    MM    MM  MM 1016.4   7.6    MM   7.3   MM -3.8    MM
2017 03 29 09 00 180  3.6  4.1    MM    MM    MM  MM 1018.4   7.4    MM   6.6   MM -2.3    MM
2017 03 29 08 00 170  5.7  6.2    MM    MM    MM  MM 1019.8   7.9    MM   6.3   MM -1.2    MM
2017 03 29 07 00 190  9.3 10.3    MM    MM    MM  MM 1020.2   8.9    MM   5.6   MM -1.0    MM
2017 03 29 06 00 190  6.7  7.2    MM    MM    MM  MM 1020.7   9.4    MM   6.7   MM -0.7    MM
2017 03 29 05 00 180  9.8 10.8    MM    MM    MM  MM 1021.0  10.2    MM   5.6   MM -0.4    MM
2017 03 29 04 00 170  8.8  9.8    MM    MM    MM  MM 1021.2  10.1    MM   7.0   MM -0.3    MM
2017 03 29 03 00 170  9.3 10.3    MM    MM    MM  MM 1021.4   9.3    MM   8.0   MM +0.0    MM
2017 03 29 02 00 170  9.3  9.8    MM    MM    MM  MM 1021.4   9.4    MM   7.7   MM -0.5    MM
2017 03 29 01 00 190 11.3 13.4    MM    MM    MM  MM 1021.5  10.3    MM   7.1   MM -0.4    MM
2017 03 29 00 00 180  8.2  8.8    MM    MM    MM  MM 1021.6   9.7    MM   7.4   MM -0.7    MM
2017 03 28 23 00 170 10.8 11.3    MM    MM    MM  MM 1021.9  10.2    MM   6.8   MM -0.9    MM
2017 03 28 22 00 180 10.8 11.8    MM    MM    MM  MM 1021.9  10.2    MM   6.6   MM -0.7    MM
2017 03 28 21 00 170  9.3  9.8    MM    MM    MM  MM 1022.3   9.9    MM   7.1   MM +0.0    MM
2017 03 28 20 00 170  9.3  9.8    MM    MM    MM  MM 1022.8   9.3    MM   7.2   MM +0.9    MM
2017 03 28 19 00 170 10.3 11.3    MM    MM    MM  MM 1022.6   9.1    MM   7.1   MM +0.5    MM
2017 03 28 18 00 180 14.4 15.4    MM    MM    MM  MM 1022.3   8.5    MM   7.0   MM -0.0    MM
2017 03 28 17 00 180 10.8 11.3    MM    MM    MM  MM 1021.9   8.5    MM   6.3   MM -0.4    MM
2017 03 28 16 00 180 10.8 12.4    MM    MM    MM  MM 1022.1   8.6    MM   5.4   MM +0.0    MM
2017 03 28 15 00 170 10.3 11.3    MM    MM    MM  MM 1022.2   8.2    MM   5.6   MM -0.3    MM
2017 03 28 14 00 170 10.8 11.8    MM    MM    MM  MM 1022.3   8.1    MM   5.5   MM -0.4    MM
2017 03 28 13 00 170 10.8 12.4    MM    MM    MM  MM 1022.1   8.5    MM   4.9   MM -1.4    MM
2017 03 28 12 00 170 10.3 11.3    MM    MM    MM  MM 1022.5   8.5    MM   5.1   MM -1.4    MM
2017 03 28 11 00 180 12.4 13.9    MM    MM    MM  MM 1022.7   8.2    MM   5.7   MM -1.6    MM
2017 03 28 10 00 170 10.3 10.8    MM    MM    MM  MM 1023.5   7.9    MM   6.3   MM -0.7    MM
2017 03 28 09 00 180 11.3 12.4    MM    MM    MM  MM 1023.9   7.8    MM   6.4   MM +0.0    MM
2017 03 28 08 00 180 10.8 12.4    MM    MM    MM  MM 1024.3   7.9    MM   6.4   MM +0.8    MM
2017 03 28 07 00 180 10.8 11.8    MM    MM    MM  MM 1024.2   8.1    MM   5.6   MM +1.3    MM
2017 03 28 06 00 190 10.3 11.3    MM    MM    MM  MM 1024.0   8.3    MM   5.3   MM +1.6    MM
2017 03 28 05 00 200 10.3 11.8    MM    MM    MM  MM 1023.5   8.5    MM   5.6   MM +1.8    MM
2017 03 28 04 00 190 10.3 11.8    MM    MM    MM  MM 1022.9   8.8    MM   5.6   MM +1.4    MM
2017 03 28 03 00 190 10.8 11.8    MM    MM    MM  MM 1022.4   9.2    MM   5.8   MM +1.2    MM
2017 03 28 02 00 180  8.8  9.8    MM    MM    MM  MM 1021.7   9.4    MM   6.2   MM +0.8    MM
2017 03 28 01 00 190  9.8 10.8    MM    MM    MM  MM 1021.5   9.6    MM   6.3   MM +0.6    MM
